6.25,0.94,0.0915450614636048
10.0,1.005,0.0257860229669516
10.0,1.035,0.0273484641001686
9.09,0.975,0.0320988705346125
10.0,1.085,0.0300546529910345
5.88,1.055,0.138481549942606
5.56,0.965,0.137040579719589
6.25,1.075,0.119728114139745
5.88,0.945,0.111109351665503
5.56,0.985,0.142779882905247
5.56,0.895,0.117880136776702
5.88,0.895,0.0996627960223502
8.33,0.845,0.0312669287230934
6.25,0.845,0.0739763043362952
6.25,0.875,0.0793223038513721
5.88,0.875,0.0952583604813980
5.88,0.895,0.0996627960223502
5.88,0.945,0.111109351665503
6.25,0.9,0.0839197598296965
6.25,0.72,0.0537086462910058
5.56,0.725,0.0773518265887504
5.56,0.69,0.0700636473510660
5.56,0.66,0.0641036017351908
5.26,0.595,0.0615312345924644
5.0,0.575,0.0669028480306803
6.25,0.63,0.0411206823165513
4.55,0.655,0.115203941910456
5.88,0.795,0.0786359709822114
5.88,0.84,0.0877901050196564
6.25,0.92,0.0876909687899446
6.67,1.025,0.0895553163171755
6.67,1.035,0.0913112611272970
6.67,1.155,0.113712343462244
7.14,1.265,0.111203333627298
8.33,1.29,0.0728704122238013
8.33,1.215,0.0646434254462359
6.67,1.32,0.148522244522115
8.33,1.215,0.0646434254462359
7.14,1.22,0.103432355931741
8.33,1.175,0.0604571317087229
8.33,1.035,0.0469086036502864
7.69,1.18,0.0774582585927120
8.33,1.01,0.0446698560840693
6.67,1.02,0.0886837369150643
7.69,1.065,0.0630961601208839
7.14,0.98,0.0667404156388363
7.14,0.965,0.0647129774607198
7.69,0.915,0.0465742534833979
7.14,0.815,0.0461585303807851
6.67,0.91,0.0705872765660945
6.67,0.925,0.0729335086485505
6.25,0.85,0.0748543536752540
7.14,0.835,0.0484517766490917
6.67,0.855,0.0623125997484956
6.67,0.815,0.0566185651215000
6.25,0.805,0.0671383979798014
6.67,0.885,0.0667621298013276
6.67,0.88,0.0660098864542732
6.25,0.905,0.0848547917216262
6.67,0.955,0.0777410468665528
6.67,1.035,0.0913112611272970
6.67,1.04,0.0921956265353071
7.14,1.155,0.0927044803962918
7.69,1.175,0.0768032234053167
7.69,1.185,0.0781160752458711
7.14,1.065,0.0788199166263631
7.14,1.11,0.0856214765812268
7.14,1.235,0.105991410290238
7.69,1.205,0.0807751565161466
7.69,1.24,0.0855356351710384
7.69,1.19,0.0787766733647942
7.69,1.19,0.0787766733647942
7.14,1.13,0.0887347321212308
8.33,1.125,0.0554213181123421
7.69,1.18,0.0774582585927120
8.33,1.19,0.0620105707289977
7.69,1.105,0.0679247846869909
7.69,1.025,0.0584455493636656
8.33,0.96,0.0403565722645606
7.69,0.96,0.0512679769599564
7.69,1.005,0.0561869991633897
7.69,0.9,0.0450597453749617
7.69,0.85,0.0401921802881603
8.33,0.795,0.0276761746804567
7.69,0.79,0.0347182556648316
7.69,0.75,0.0312914898437234
7.69,0.69,0.0264851170037275
7.69,0.705,0.0276491604259140
7.69,0.675,0.0253461067734160
7.14,0.65,0.0293605014654398
7.14,0.68,0.0321332446807558
4.76,0.71,0.118226482561170
5.0,0.81,0.132763579865193
5.88,0.845,0.0888383357945864
6.25,1.105,0.126503857711179
6.67,1.14,0.110777955108437
7.14,1.315,0.120167841767042
7.14,1.315,0.120167841767042
8.33,1.615,0.114213347108001
7.69,1.585,0.139753356573597
7.69,1.7,0.160768721152641
7.69,1.585,0.139753356573597
8.33,1.775,0.137964871409539
8.33,1.93,0.163112191870944
9.09,1.905,0.122537913101246
9.09,1.795,0.108795122508123
9.09,2.04,0.140520877966436
9.09,1.955,0.129054764660147
9.09,1.94,0.127081982005594
10.0,2.12,0.114742408972716
9.09,2.05,0.141901910239799
9.09,2.185,0.161206816755409
9.09,1.755,0.104000340532144
9.09,1.87,0.118076571069019
9.09,1.715,0.0993136099809763
9.09,1.535,0.0795604588827532
9.09,1.59,0.0853640022075517
9.09,1.37,0.0633755372585553
9.09,1.43,0.0690482370611219
8.33,1.39,0.0846060473875407
9.09,1.215,0.0498463170597852
9.09,1.2,0.0486231411648568
8.33,1.14,0.0569090726074468
8.33,1.065,0.0496673537074341
8.33,1.145,0.0574093697408263
8.33,1.07,0.0501348085782286
8.33,1.025,0.0460065361712825
7.14,0.98,0.0667404156388363
8.33,0.93,0.0378736972131277
8.33,0.915,0.0366618177237378
8.33,0.955,0.0399372860455576
8.33,1.03,0.0464564751686983
10.0,0.915,0.0213744244731626
10.0,0.86,0.0188820500347590
8.33,0.8,0.0280253974059449
8.33,0.765,0.0256268174951470
10.0,0.765,0.0149408433363870
9.09,0.69,0.0160760260476308
7.69,0.705,0.0276491604259140
10.0,0.695,0.0123316687642502
8.33,0.655,0.0187868689407586
9.09,0.57,0.0109705962253208
10.0,0.565,0.00814984102534605
10.0,0.54,0.00744457245826896
10.0,0.52,0.00690333468009577
10.0,0.575,0.00844088398153352
9.09,0.55,0.0102142362516453
10.0,0.54,0.00744457245826896
10.0,0.54,0.00744457245826896
9.09,0.535,0.00966469345827162
