dn,P,u,v,w
7.3592e+05,15.689,0.28675,0.17342,0.011643
7.3592e+05,15.689,0.30752,0.17792,0.015466
7.3592e+05,15.689,0.2911,0.17523,0.018838
7.3592e+05,15.683,0.31399,0.16763,0.017495
7.3592e+05,15.683,0.30014,0.16932,0.019035
7.3592e+05,15.695,0.29737,0.16054,0.018764
7.3592e+05,15.677,0.29278,0.15858,0.018561
7.3592e+05,15.677,0.30429,0.16672,0.024135
7.3592e+05,15.683,0.30995,0.15396,0.019095
7.3592e+05,15.701,0.28798,0.15219,0.016265
7.3592e+05,15.701,0.33353,0.15535,0.01398
7.3592e+05,15.701,0.33185,0.1492,0.012813
7.3592e+05,15.695,0.34012,0.15273,0.013179
7.3592e+05,15.701,0.30429,0.15481,0.015902
7.3592e+05,15.683,0.32938,0.13728,0.011526
7.3592e+05,15.689,0.29529,0.11838,0.0049466
7.3592e+05,15.695,0.32702,0.14279,0.011526
7.3592e+05,15.689,0.34462,0.14269,0.008181
7.3592e+05,15.707,0.35854,0.15081,0.0088312
7.3592e+05,15.701,0.32451,0.1265,0.0041726
7.3592e+05,15.689,0.34157,0.12725,0.0048326
7.3592e+05,15.689,0.3314,0.12073,0.0023508
7.3592e+05,15.695,0.34412,0.1218,-0.00014987
7.3592e+05,15.683,0.36765,0.11226,0.0026405
7.3592e+05,15.683,0.3427,0.11686,0.0057346
7.3592e+05,15.677,0.33201,0.10903,0.0032189
7.3592e+05,15.683,0.32843,0.1053,-0.0029715
7.3592e+05,15.695,0.32639,0.10988,-0.00099055
7.3592e+05,15.683,0.3276,0.10713,-0.0019796
7.3592e+05,15.677,0.32669,0.11436,-0.0019204
7.3592e+05,15.683,0.33807,0.11051,-0.0005311
7.3592e+05,15.689,0.33306,0.10727,-0.0037681
7.3592e+05,15.659,0.32502,0.1082,-0.0030667
7.3592e+05,15.665,0.32259,0.096266,-0.0053089
7.3592e+05,15.671,0.3231,0.082328,-0.0054401
7.3592e+05,15.653,0.31606,0.083669,-0.0067048
7.3592e+05,15.653,0.31838,0.066092,-0.012782
7.3592e+05,15.646,0.29717,0.064675,-0.011637
7.3592e+05,15.634,0.30164,0.058983,-0.0085034
7.3592e+05,15.64,0.29779,0.067206,-0.00058128
7.3592e+05,15.634,0.3161,0.052183,0.0010343
7.3592e+05,15.64,0.29994,0.049606,-0.0026342
7.3592e+05,15.622,0.30815,0.048702,-0.0073145
7.3592e+05,15.616,0.30103,0.037961,-0.013668
7.3592e+05,15.616,0.29208,0.046136,-0.012981
7.3592e+05,15.616,0.29564,0.043256,-0.016859
7.3592e+05,15.604,0.28848,0.044576,-0.015137
7.3592e+05,15.61,0.27671,0.048358,-0.0065779
7.3592e+05,15.592,0.27302,0.039158,-0.0067849
7.3592e+05,15.586,0.28741,0.027933,-0.0022544
7.3592e+05,15.58,0.27573,0.027297,-0.0027301
7.3592e+05,15.574,0.25783,0.018526,-0.0054886
7.3592e+05,15.543,0.26158,0.020104,-0.007333
7.3592e+05,15.549,0.24092,0.0047448,-0.0072029
7.3592e+05,15.549,0.23415,-0.0015617,-0.015487
7.3592e+05,15.543,0.24294,-0.0043424,-0.015128
7.3592e+05,15.543,0.25106,-0.0052794,-0.017799
7.3592e+05,15.537,0.23369,-0.010525,-0.017498
7.3592e+05,15.507,0.22561,-0.021739,-0.022798
7.3592e+05,15.513,0.21483,-0.029647,-0.023197
7.3592e+05,15.507,0.2166,-0.038768,-0.025069
7.3592e+05,15.476,0.21653,-0.046415,-0.024011
7.3592e+05,15.495,0.21184,-0.040715,-0.021242
7.3592e+05,15.501,0.20912,-0.047292,-0.019294
7.3592e+05,15.482,0.17737,-0.059791,-0.018401
7.3592e+05,15.47,0.19267,-0.059815,-0.019809
7.3592e+05,15.458,0.19142,-0.079988,-0.019576
7.3592e+05,15.464,0.19991,-0.071918,-0.017372
7.3592e+05,15.416,0.1633,-0.090888,-0.017412
7.3592e+05,15.44,0.15008,-0.10089,-0.016657
7.3592e+05,15.428,0.14016,-0.11604,-0.016611
7.3592e+05,15.44,0.13896,-0.11325,-0.01572
7.3592e+05,15.403,0.11173,-0.12371,-0.013229
7.3592e+05,15.41,0.11754,-0.11977,-0.0041766
7.3592e+05,15.416,0.10777,-0.12783,0.0068075
7.3592e+05,15.391,0.085355,-0.12631,0.011211
7.3592e+05,15.385,0.087952,-0.15019,0.01209
7.3592e+05,15.367,0.073818,-0.1348,0.0042558
7.3592e+05,15.373,0.078226,-0.13744,0.00043385
7.3592e+05,15.343,0.043673,-0.13806,-0.00010923
7.3592e+05,15.355,0.053424,-0.15585,-0.0043012
7.3592e+05,15.337,0.045224,-0.13667,-0.0081505
7.3592e+05,15.349,0.051737,-0.14679,-0.0046721
7.3592e+05,15.331,0.036341,-0.14901,-0.0047643
7.3592e+05,15.312,0.029706,-0.16913,-0.0020159
7.3592e+05,15.306,0.026287,-0.1662,-0.0011557
7.3592e+05,15.294,0.024868,-0.14499,-1.5358e-05
7.3592e+05,15.3,0.020499,-0.16536,-0.00022144
7.3592e+05,15.288,0.028263,-0.17087,-0.0029566
7.3592e+05,15.288,0.037741,-0.17783,-0.0056092
7.3592e+05,15.276,0.021745,-0.16864,-0.013093
7.3592e+05,15.282,0.031496,-0.17874,-0.015629
7.3592e+05,15.258,0.008536,-0.17844,-0.0087398
7.3592e+05,15.258,0.01432,-0.18692,-0.010382
7.3592e+05,15.276,0.010598,-0.21152,-0.014396
7.3592e+05,15.246,0.015478,-0.21279,-0.016334
7.3592e+05,15.252,0.019382,-0.19061,0.0057992
7.3592e+05,15.239,-0.0048743,-0.16973,-0.0020938
7.3592e+05,15.233,-0.0082471,-0.2182,-0.0081234
7.3592e+05,15.227,-0.018988,-0.22533,0.010208
7.3592e+05,15.239,-0.0025424,-0.1973,0.018042
7.3592e+05,15.233,-0.030086,-0.21676,0.016917
7.3592e+05,15.221,-0.022239,-0.21251,0.011702
7.3592e+05,15.221,-0.033423,-0.20455,0.0034348
7.3592e+05,15.227,-0.03882,-0.19719,0.00017598
7.3592e+05,15.252,-0.021347,-0.19739,-0.00092379
7.3592e+05,15.227,-0.031381,-0.18461,-0.010391
7.3592e+05,15.233,-0.048004,-0.2221,-0.0087631
7.3592e+05,15.221,-0.034838,-0.2122,-0.01026
7.3592e+05,15.221,-0.025626,-0.21589,-0.010164
7.3592e+05,15.221,-0.021664,-0.20229,-0.011733
7.3592e+05,15.233,-0.020025,-0.17529,-0.0068282
7.3592e+05,15.227,-0.0294,-0.1967,-0.0069148
7.3592e+05,15.252,-0.025419,-0.18294,-0.0044899
7.3592e+05,15.233,-0.025951,-0.19182,-0.0031279
7.3592e+05,15.239,-0.025951,-0.19182,-0.0031279
7.3592e+05,15.246,-0.024218,-0.17801,-0.0026939
7.3592e+05,15.239,-0.02396,-0.19621,0.0020433
7.3592e+05,15.233,-0.035599,-0.18147,0.0055278
7.3592e+05,15.252,-0.039103,-0.17308,0.0082254
7.3592e+05,15.246,-0.026552,-0.17986,0.0033991
7.3592e+05,15.258,-0.014854,-0.1791,0.0063164
7.3592e+05,15.258,-0.024297,-0.16478,0.0027781
7.3592e+05,15.27,-0.014821,-0.15631,0.0043913
7.3592e+05,15.276,-0.0060372,-0.16653,0.0087865
7.3592e+05,15.264,-0.010058,-0.14423,0.010891
7.3592e+05,15.294,0.0081258,-0.15359,0.017271
7.3592e+05,15.288,0.02017,-0.14627,0.017021
7.3592e+05,15.288,0.024131,-0.13275,0.0135
7.3592e+05,15.318,-0.02634,-0.11679,-0.00012949
7.3592e+05,15.312,-0.010089,-0.14468,-0.0001001
7.3592e+05,15.318,-0.019999,-0.13866,0.011709
7.3592e+05,15.318,0.00047584,-0.10999,0.019491
7.3592e+05,15.337,0.016652,-0.11501,0.019744
7.3592e+05,15.349,0.0044159,-0.096515,0.014943
7.3592e+05,15.367,0.015278,-0.094166,0.011891
7.3592e+05,15.373,0.026348,-0.1252,0.015218
7.3592e+05,15.373,0.029304,-0.12211,0.0071147
7.3592e+05,15.385,0.02899,-0.12638,0.012285
7.3592e+05,15.367,0.04924,-0.12806,0.024602
7.3592e+05,15.403,0.052074,-0.11699,0.026231
7.3592e+05,15.397,0.069169,-0.11161,0.032369
7.3592e+05,15.428,0.093757,-0.11817,0.01615
7.3592e+05,15.422,0.088035,-0.073558,-0.0033357
7.3592e+05,15.434,0.10931,-0.064558,-0.0058403
7.3592e+05,15.446,0.1081,-0.061775,-0.004939
7.3592e+05,15.47,0.13561,-0.056015,0.011979
7.3592e+05,15.482,0.16374,-0.052861,0.0080065
7.3592e+05,15.489,0.13458,-0.017534,0.0055258
7.3592e+05,15.495,0.14034,-0.0084811,0.0097276
7.3592e+05,15.513,0.098207,-0.00055203,-0.0010055
7.3592e+05,15.513,0.11409,-0.014529,-0.0043248
7.3592e+05,15.537,0.088871,0.01493,-0.013345
7.3592e+05,15.561,0.090181,0.013153,-0.026314
7.3592e+05,15.567,0.10332,0.0032957,-0.032822
7.3592e+05,15.567,0.11357,0.0067165,-0.026393
7.3592e+05,15.604,0.17113,-0.0080839,-0.030055
7.3592e+05,15.598,0.12899,0.018597,-0.046737
7.3592e+05,15.61,0.15518,0.020057,-0.037666
7.3592e+05,15.616,0.17323,0.057522,-0.01859
7.3592e+05,15.634,0.18258,0.039739,-0.0094062
7.3592e+05,15.646,0.25816,0.057927,0.00076429
7.3592e+05,15.665,0.22051,0.046255,0.0051705
7.3592e+05,15.646,0.2117,0.045621,-0.011199
7.3592e+05,15.683,0.21214,0.052345,-0.012121
7.3592e+05,15.689,0.2058,0.088899,0.00012027
7.3592e+05,15.713,0.23042,0.078679,-0.015107
7.3592e+05,15.707,0.25604,0.069962,-0.018217
7.3592e+05,15.731,0.21097,0.067043,-0.029018
7.3592e+05,15.738,0.26662,0.10831,-0.012303
7.3592e+05,15.738,0.2765,0.13973,0.0026053
7.3592e+05,15.756,0.27374,0.15923,-0.00011699
7.3592e+05,15.774,0.31251,0.16817,-0.0035655
7.3592e+05,15.768,0.30893,0.14052,-0.00019343
7.3592e+05,15.798,0.31931,0.13951,-0.0038273
7.3592e+05,15.798,0.32699,0.14931,-0.0013774
7.3592e+05,15.81,0.35232,0.15359,-0.00036446
7.3592e+05,15.829,0.37187,0.17173,-0.0023382
7.3592e+05,15.829,0.36588,0.1757,-0.003491
7.3592e+05,15.829,0.37571,0.18533,0.001044
7.3592e+05,15.835,0.37561,0.19289,0.0041812
7.3592e+05,15.847,0.37831,0.20926,0.0065936
7.3592e+05,15.865,0.39576,0.20148,0.0070724
7.3592e+05,15.865,0.4097,0.19438,0.0064533
7.3592e+05,15.859,0.39843,0.19829,0.0021069
7.3592e+05,15.865,0.41028,0.21094,0.0057725
7.3592e+05,15.889,0.41525,0.21742,0.0030712
7.3592e+05,15.902,0.43605,0.19149,0.004378
7.3592e+05,15.883,0.42525,0.21191,0.0023309
7.3592e+05,15.908,0.42928,0.20164,0.010303
7.3592e+05,15.908,0.42665,0.22552,0.011642
7.3592e+05,15.914,0.43351,0.23827,0.0041277
7.3592e+05,15.932,0.42392,0.22878,-0.007409
7.3592e+05,15.926,0.4245,0.17459,-0.014339
7.3592e+05,15.938,0.46318,0.22376,-0.010082
7.3592e+05,15.95,0.45183,0.22764,-0.012428
7.3592e+05,15.932,0.45719,0.22446,-0.0042838
7.3592e+05,15.932,0.46005,0.23547,-0.0029779
7.3592e+05,15.956,0.45872,0.23816,0.0010277
7.3592e+05,15.956,0.46497,0.22341,0.0019878
7.3592e+05,15.95,0.48002,0.25158,0.0050518
7.3592e+05,15.956,0.45512,0.23334,0.0058118
7.3592e+05,15.974,0.46593,0.22055,0.0079777
7.3592e+05,15.956,0.46965,0.22975,0.0072759
7.3592e+05,15.968,0.48653,0.24131,0.0060988
7.3592e+05,15.981,0.46061,0.20958,0.012597
7.3592e+05,15.974,0.46166,0.23502,0.014086
7.3592e+05,15.968,0.4731,0.25403,0.014858
7.3592e+05,15.968,0.47836,0.24648,0.017907
7.3592e+05,15.962,0.45167,0.24814,0.014978
7.3592e+05,15.981,0.44832,0.25538,0.021007
7.3592e+05,15.987,0.45397,0.20783,0.0073179
7.3592e+05,15.968,0.46546,0.22799,-0.0039181
7.3592e+05,15.956,0.46211,0.23958,0.0091833
7.3592e+05,15.981,0.47039,0.21049,0.0039684
7.3592e+05,15.962,0.44638,0.2133,0.003129
7.3592e+05,15.962,0.47517,0.20492,-0.00094913
7.3592e+05,15.956,0.45502,0.1887,-0.0039636
7.3592e+05,15.944,0.45113,0.18487,-0.0021677
7.3592e+05,15.944,0.45568,0.20966,0.00040611
7.3592e+05,15.932,0.44117,0.19803,-0.0023291
7.3592e+05,15.932,0.44037,0.20531,-0.0052379
7.3592e+05,15.932,0.46235,0.21141,0.0046864
7.3592e+05,15.932,0.45613,0.20767,0.0093965
7.3592e+05,15.914,0.41446,0.17793,0.0083558
7.3592e+05,15.902,0.43106,0.19696,0.015293
7.3592e+05,15.92,0.4289,0.17105,0.0188
7.3592e+05,15.902,0.43047,0.18041,0.016001
7.3592e+05,15.914,0.42432,0.16692,0.014562
7.3592e+05,15.908,0.4465,0.17095,0.015463
7.3592e+05,15.883,0.41957,0.1649,0.018355
7.3592e+05,15.877,0.42239,0.14546,0.01919
7.3592e+05,15.883,0.42481,0.13237,0.017116
7.3592e+05,15.877,0.41343,0.12421,0.0085689
7.3592e+05,15.877,0.41104,0.1243,0.01248
7.3592e+05,15.853,0.39555,0.10786,0.0046831
7.3592e+05,15.859,0.40597,0.14169,0.0084998
7.3592e+05,15.847,0.38744,0.112,0.00040762
7.3592e+05,15.829,0.37066,0.11133,-0.0072615
7.3592e+05,15.823,0.34827,0.10504,-0.0062066
7.3592e+05,15.817,0.33678,0.10886,-0.0046052
7.3592e+05,15.798,0.32975,0.074284,-0.0042526
7.3592e+05,15.774,0.33448,0.090501,0.0030989
7.3592e+05,15.792,0.31437,0.074279,-0.00085952
7.3592e+05,15.774,0.31091,0.069546,-3.9056e-05
7.3592e+05,15.774,0.29665,0.064563,0.0013521
7.3592e+05,15.774,0.30818,0.060755,-0.0012222
7.3592e+05,15.744,0.27729,0.046481,-0.0015631
7.3592e+05,15.738,0.2665,0.05927,-0.0038967
7.3592e+05,15.731,0.26614,0.040518,-0.012058
7.3592e+05,15.719,0.24741,0.039004,-0.016825
7.3592e+05,15.713,0.25835,0.030655,-0.011426
7.3592e+05,15.683,0.23159,0.021468,-0.0065435
7.3592e+05,15.683,0.22527,0.036209,-0.0057227
7.3592e+05,15.677,0.23333,0.030844,-0.013436
7.3592e+05,15.677,0.21874,0.011507,-0.014101
7.3592e+05,15.646,0.22459,0.01071,-0.015866
7.3592e+05,15.628,0.18867,0.012871,-0.011316
7.3592e+05,15.64,0.19612,-0.0046614,-0.011028
7.3592e+05,15.616,0.20409,-0.010085,-0.016701
7.3592e+05,15.604,0.18904,-0.010073,-0.021316
7.3592e+05,15.604,0.19974,-0.017474,-0.01986
7.3592e+05,15.604,0.18303,-0.019168,-0.019529
7.3592e+05,15.598,0.17738,-0.029174,-0.016701
7.3592e+05,15.574,0.17407,-0.044704,-0.0137
7.3592e+05,15.574,0.13943,-0.045319,-0.012046
7.3592e+05,15.543,0.14614,-0.048006,-0.015755
7.3592e+05,15.549,0.14412,-0.051026,-0.014792
7.3592e+05,15.531,0.14725,-0.058408,-0.014568
7.3592e+05,15.525,0.13669,-0.061823,-0.013908
7.3592e+05,15.525,0.13036,-0.069997,-0.013992
7.3592e+05,15.507,0.12437,-0.07141,-0.012176
7.3592e+05,15.501,0.12484,-0.077709,-0.011027
7.3592e+05,15.482,0.10685,-0.099538,-0.010068
7.3592e+05,15.495,0.10243,-0.096958,-0.0072681
7.3592e+05,15.482,0.11918,-0.10058,-0.0046595
7.3592e+05,15.464,0.12475,-0.10883,0.0017363
7.3592e+05,15.452,0.13769,-0.10338,4.6062e-06
7.3592e+05,15.464,0.11659,-0.11248,-0.0024114
7.3592e+05,15.458,0.10798,-0.12808,-0.0011859
7.3592e+05,15.434,0.099512,-0.12375,0.0064655
7.3592e+05,15.428,0.084616,-0.12454,0.0091329
7.3592e+05,15.403,0.073872,-0.12234,0.014826
7.3592e+05,15.428,0.079845,-0.14143,0.017622
7.3592e+05,15.422,0.071614,-0.14499,0.016592
7.3592e+05,15.41,0.068241,-0.14977,0.014708
7.3592e+05,15.403,0.083095,-0.1566,0.012222
7.3592e+05,15.41,0.07101,-0.14351,0.0065194
7.3592e+05,15.391,0.074435,-0.14644,0.0056876
7.3592e+05,15.379,0.082444,-0.15502,0.0051471
7.3592e+05,15.373,0.086442,-0.1338,0.0034833
7.3592e+05,15.373,0.060149,-0.15371,0.0037181
7.3592e+05,15.361,0.063044,-0.1503,0.0036337
7.3592e+05,15.355,0.055081,-0.14184,0.0011911
7.3592e+05,15.355,0.078767,-0.12087,0.0008698
7.3592e+05,15.367,0.043636,-0.13794,0.0028883
7.3592e+05,15.349,0.051696,-0.14668,-0.0016746
7.3592e+05,15.349,0.051463,-0.15125,-0.0045041
7.3592e+05,15.331,0.031933,-0.16922,-0.00099504
7.3592e+05,15.343,0.032755,-0.14819,-0.00082651
7.3592e+05,15.331,0.035128,-0.15378,-0.0025848
7.3592e+05,15.337,0.04259,-0.16359,-0.0011238
7.3592e+05,15.337,0.045868,-0.13808,0.0029215
7.3592e+05,15.337,0.041893,-0.15168,0.0044053
7.3592e+05,15.324,0.023381,-0.15414,0.0043462
7.3592e+05,15.331,0.02484,-0.14483,0.0039813
7.3592e+05,15.324,0.025618,-0.15432,0.0033667
7.3592e+05,15.324,0.030186,-0.1522,0.0073184
7.3592e+05,15.361,0.035578,-0.1598,0.0046642
7.3592e+05,15.349,0.026255,-0.166,0.0038402
7.3592e+05,15.324,0.021728,-0.13764,-0.00033149
7.3592e+05,15.312,0.036015,-0.16092,-0.0002917
7.3592e+05,15.337,0.039703,-0.1517,0.00037969
7.3592e+05,15.337,0.037653,-0.16974,0.0060782
7.3592e+05,15.324,0.039388,-0.16365,0.0038511
7.3592e+05,15.337,0.038713,-0.14417,0.0080796
7.3592e+05,15.355,0.041292,-0.16036,0.010746
7.3592e+05,15.337,0.033826,-0.14282,0.011981
7.3592e+05,15.355,0.042715,-0.15858,0.012692
7.3592e+05,15.349,0.04092,-0.14423,0.010107
7.3592e+05,15.337,0.053174,-0.15512,0.014683
7.3592e+05,15.367,0.042349,-0.13484,0.011759
7.3592e+05,15.349,0.047966,-0.13783,0.012948
7.3592e+05,15.355,0.049444,-0.12859,0.010614
7.3592e+05,15.367,0.04813,-0.14332,0.010159
7.3592e+05,15.367,0.042932,-0.11843,0.0081313
7.3592e+05,15.367,0.045524,-0.1194,0.010207
7.3592e+05,15.373,0.043186,-0.11393,0.008964
7.3592e+05,15.385,0.042932,-0.11843,0.0081313
7.3592e+05,15.379,0.052954,-0.1012,0.0056513
7.3592e+05,15.391,0.054419,-0.099535,0.0046188
7.3592e+05,15.403,0.060923,-0.10971,0.007111
7.3592e+05,15.41,0.074025,-0.099731,0.0080594
7.3592e+05,15.391,0.075963,-0.10429,0.0092566
7.3592e+05,15.41,0.079102,-0.081193,0.0096195
7.3592e+05,15.422,0.092068,-0.083431,0.0060596
7.3592e+05,15.428,0.079484,-0.07685,0.0055024
7.3592e+05,15.416,0.057573,-0.061171,0.0054219
7.3592e+05,15.428,0.079753,-0.072391,0.0053862
7.3592e+05,15.452,0.08735,-0.059487,0.0023012
7.3592e+05,15.446,0.081969,-0.059612,0.002125
7.3592e+05,15.458,0.087552,-0.054981,0.0042093
7.3592e+05,15.446,0.088178,-0.038484,0.0019156
7.3592e+05,15.458,0.08787,-0.042929,0.002981
7.3592e+05,15.482,0.091855,-0.036913,0.002029
7.3592e+05,15.476,0.087084,-0.012884,0.00058179
7.3592e+05,15.495,0.10234,-0.031235,0.0063581
7.3592e+05,15.489,0.093389,-0.02308,0.0069193
7.3592e+05,15.495,0.10996,-0.023644,0.006581
7.3592e+05,15.513,0.11682,-0.021828,0.0058396
7.3592e+05,15.531,0.11905,0.0008578,0.0068489
7.3592e+05,15.519,0.13602,0.0016163,0.009542
7.3592e+05,15.525,0.14184,0.00082104,0.0087775
7.3592e+05,15.537,0.14497,0.01628,0.0099429
7.3592e+05,15.531,0.14724,0.01615,0.0090334
7.3592e+05,15.555,0.14992,0.022707,0.0081752
7.3592e+05,15.561,0.164,0.030846,0.0047926
7.3592e+05,15.549,0.19089,0.036862,0.0029116
7.3592e+05,15.58,0.18692,0.055853,0.0079429
7.3592e+05,15.592,0.19939,0.075293,0.0056754
7.3592e+05,15.604,0.20527,0.084324,0.0070338
7.3592e+05,15.604,0.21064,0.099652,0.0084868
7.3592e+05,15.592,0.19234,0.092959,-0.0053136
7.3592e+05,15.598,0.20933,0.1122,-0.0093454
7.3592e+05,15.634,0.24746,0.10341,0.00091131
7.3592e+05,15.634,0.23333,0.11043,0.0065071
7.3592e+05,15.64,0.22527,0.11894,0.0083701
7.3592e+05,15.646,0.22149,0.10538,0.0029811
7.3592e+05,15.646,0.23564,0.11033,0.0045886
7.3592e+05,15.659,0.23751,0.1209,0.0078486
7.3592e+05,15.653,0.2492,0.12915,0.0084254
7.3592e+05,15.677,0.25395,0.13551,0.01172
7.3592e+05,15.677,0.25397,0.13984,0.01881
7.3592e+05,15.689,0.26153,0.12244,0.015761
7.3592e+05,15.695,0.25398,0.12138,0.024472
7.3592e+05,15.707,0.27479,0.16071,0.01096
7.3592e+05,15.713,0.2821,0.16712,0.0053434
7.3592e+05,15.719,0.28651,0.17675,-0.015317
7.3592e+05,15.719,0.2888,0.17118,-0.013353
7.3592e+05,15.725,0.29347,0.17318,-0.01515
7.3592e+05,15.756,0.29199,0.19434,-0.013742
7.3592e+05,15.75,0.29787,0.20765,-0.0042318
7.3592e+05,15.731,0.30355,0.18824,0.0055352
7.3592e+05,15.744,0.30206,0.19743,-0.00031988
7.3592e+05,15.756,0.30908,0.20368,0.0020604
7.3592e+05,15.774,0.31512,0.20734,0.0023479
7.3592e+05,15.768,0.31313,0.22167,0.0076141
7.3592e+05,15.768,0.32553,0.21828,0.0059498
7.3592e+05,15.78,0.33819,0.20412,0.0040731
7.3592e+05,15.786,0.36666,0.21957,-0.0016148
7.3592e+05,15.792,0.34951,0.23185,-0.0029397
7.3592e+05,15.792,0.35433,0.23063,-0.001802
7.3592e+05,15.786,0.36707,0.22412,-0.0055082
7.3592e+05,15.786,0.35714,0.21876,3.819e-05
7.3592e+05,15.792,0.35632,0.24889,-0.0013195
7.3592e+05,15.81,0.35069,0.22909,-0.0029615
7.3592e+05,15.81,0.35912,0.24129,0.0086084
7.3592e+05,15.81,0.35961,0.22307,0.0012164
7.3592e+05,15.804,0.37145,0.23024,0.0087859
7.3592e+05,15.817,0.37874,0.24095,0.011271
7.3592e+05,15.835,0.37716,0.23916,0.015181
7.3592e+05,15.817,0.37955,0.2477,0.02646
7.3592e+05,15.823,0.38607,0.24933,0.035726
7.3592e+05,15.823,0.41044,0.25769,0.018731
7.3592e+05,15.817,0.40302,0.26328,0.0095919
7.3592e+05,15.817,0.40835,0.25577,0.010611
7.3592e+05,15.835,0.396,0.26466,0.0073827
7.3592e+05,15.841,0.39575,0.27542,0.0076213
7.3592e+05,15.829,0.38531,0.27635,0.013301
7.3592e+05,15.841,0.39656,0.27241,0.018588
7.3592e+05,15.847,0.4013,0.26568,0.0256
7.3592e+05,15.829,0.38352,0.2668,0.023026
7.3592e+05,15.829,0.39477,0.26406,0.016335
7.3592e+05,15.835,0.40792,0.24691,0.0074042
7.3592e+05,15.823,0.39912,0.2725,0.0086678
7.3592e+05,15.841,0.39427,0.25516,0.015118
7.3592e+05,15.823,0.38463,0.28374,0.0064499
7.3592e+05,15.817,0.39122,0.26923,-0.0026821
7.3592e+05,15.835,0.41458,0.24333,-0.010452
7.3592e+05,15.823,0.4104,0.20234,-0.012396
7.3592e+05,15.823,0.41312,0.27209,-0.0088831
7.3592e+05,15.804,0.41337,0.24607,-0.0094372
7.3592e+05,15.823,0.41959,0.19863,-0.012124
7.3592e+05,15.817,0.40321,0.23627,-0.0049921
7.3592e+05,15.81,0.43036,0.18689,0.0050918
7.3592e+05,15.81,0.40771,0.18594,-0.014782
7.3592e+05,15.81,0.41602,0.19384,-0.0083354
7.3592e+05,15.81,0.41558,0.19363,0.0036547
7.3592e+05,15.798,0.38876,0.21922,-0.0058482
7.3592e+05,15.792,0.37417,0.20209,-0.002702
7.3592e+05,15.78,0.36951,0.20772,-0.00075612
7.3592e+05,15.792,0.38261,0.18719,-0.00067217
7.3592e+05,15.78,0.37795,0.20372,-0.0055375
7.3592e+05,15.768,0.35601,0.20962,-0.0092005
7.3592e+05,15.762,0.37619,0.18556,-0.011945
7.3592e+05,15.78,0.3392,0.1981,-0.010028
7.3592e+05,15.75,0.35092,0.19874,-0.010602
7.3592e+05,15.75,0.33668,0.21662,-0.0087206
7.3592e+05,15.756,0.33424,0.18183,-0.01153
7.3592e+05,15.725,0.32452,0.16897,-0.012126
7.3592e+05,15.701,0.33685,0.15789,-0.011875
7.3592e+05,15.725,0.30975,0.17576,-0.014523
7.3592e+05,15.707,0.29544,0.16857,-0.015175
7.3592e+05,15.701,0.29966,0.15074,-0.012364
7.3592e+05,15.695,0.29561,0.14465,-0.0096194
7.3592e+05,15.689,0.29663,0.14726,-0.0085346
7.3592e+05,15.671,0.29716,0.1562,-0.0083497
7.3592e+05,15.671,0.2793,0.14205,-0.0092603
7.3592e+05,15.671,0.27797,0.13711,-0.0053954
7.3592e+05,15.683,0.2569,0.13576,-0.0081859
7.3592e+05,15.659,0.24688,0.11841,-0.0078674
7.3592e+05,15.622,0.25425,0.11938,-0.011583
7.3592e+05,15.646,0.21988,0.075272,-0.014557
7.3592e+05,15.622,0.22727,0.090434,-0.0080557
7.3592e+05,15.616,0.2044,0.057764,-0.012369
7.3592e+05,15.61,0.23008,0.078561,-0.0061146
7.3592e+05,15.586,0.21742,0.075331,-0.0086462
7.3592e+05,15.58,0.21004,0.066747,-0.0050382
7.3592e+05,15.561,0.22969,0.062033,-0.010329
7.3592e+05,15.555,0.17427,0.064539,-0.011449
7.3592e+05,15.555,0.20512,0.051491,-0.017411
7.3592e+05,15.531,0.18852,0.055289,-0.023027
7.3592e+05,15.519,0.19769,0.040684,-0.015802
7.3592e+05,15.501,0.18231,0.035263,-0.0094535
7.3592e+05,15.507,0.1751,0.028939,-0.0067855
7.3592e+05,15.495,0.17828,0.021567,-0.0077007
7.3592e+05,15.489,0.15981,0.016882,-0.012473
7.3592e+05,15.476,0.14817,0.016252,-0.013948
7.3592e+05,15.452,0.15108,0.0043755,-0.014863
7.3592e+05,15.458,0.1579,-0.0014406,-0.014588
7.3592e+05,15.458,0.14415,-0.001949,-0.019151
7.3592e+05,15.434,0.14046,-0.011194,-0.019284
7.3592e+05,15.428,0.13078,-0.016478,-0.020655
7.3592e+05,15.41,0.12849,-0.024007,-0.019699
7.3592e+05,15.385,0.11319,-0.03705,-0.016168
7.3592e+05,15.385,0.11465,-0.043005,-0.017033
7.3592e+05,15.367,0.10299,-0.05441,-0.012272
7.3592e+05,15.367,0.068535,-0.050517,-0.0085434
7.3592e+05,15.367,0.083426,-0.057264,-0.0098916
7.3592e+05,15.361,0.069949,-0.07176,-0.0099314
7.3592e+05,15.349,0.049871,-0.075926,-0.0083113
7.3592e+05,15.331,0.053797,-0.092811,-0.0096438
7.3592e+05,15.318,0.048426,-0.085326,-0.010017
7.3592e+05,15.294,0.040335,-0.10734,-0.011345
7.3592e+05,15.288,0.028328,-0.1125,-0.012291
7.3592e+05,15.276,0.021499,-0.11453,-0.017274
7.3592e+05,15.294,0.016602,-0.12104,-0.019046
7.3592e+05,15.258,0.035083,-0.12839,-0.018601
